full_text,clean_text,sentiment
@NMudlik @msaid_didu Tidak ada bukti kuat bahwa demo menolak RUU TNI adalah pengalihan isu dari adili Jokowi. Protes fokus pada kekhawatiran perluasan peran militer dalam pemerintahan sipil bukan melindungi Jokowi. Meski ada spekulasi di media sosial analisis utama menunjukkan demo didorong oleh,bukti kuat demo tolak ruu tni alih isu adil jokowi protes fokus khawatir luas peran militer perintah sipil lindung jokowi spekulasi media sosial analisis utama demo dorong,0
@soo_baek7 @tanyakanrl Maka dari itu aneh banget kalo sampai gara2 g setuju sm ruu TNI sampe g dinafkahi lagi..,aneh banget kalo gara tuju sm ruu tni sampe nafkah,1
@msaid_didu @grok benarkah isu demo menolak ruu TNI hanya pengalihan isu adili jokowi?,isu demo tolak ruu tni alih isu adil jokowi,0
@tanyakanrl Lu nolak ruu tni boleh tp kalo sm bapak sndri mendingan ngalah aja jgan paksain pendapatmu ke ortu jgan smpe merusak hubunganmu sm ortu orgtua tu gk bisa dikerasin bpakku dlu jokower bgt smpe bersitegang klo nasehatin akhirnya aq ngalah aja gk mw ribut eh lama2 sadar sndri,lu nolak ruu tni tp kalo sm sndri mending ngalah aja jgan paksain dapat ortu jgan smpe rusak hubung sm ortu orgtua tu gk dikerasin bpakku dlu jokower bgt smpe bersitegang klo nasehatin aq ngalah aja gk mw ribut eh sadar sndri,1
1. tidak pernah melakukan pelecehan seksual 2. bukan zionis 3. bukan pendukung gemoy 4. menolak ruu tni &amp; polri 5.,leceh seksual zionis dukung gemoy tolak ruu tni amp polri,0
Banyak yang berharap saya bahas ke ranah politik seperti ijazah pak jokowi ruu tni dll.. sejujurnya saya tau diri bahwa saya tidak ahli diranah itu dan khawatir jika diajak debat malah kalah dan mencederai orang2 yang ahli dibidang tersebut. Jadi TAU DIRI itu penting.,harap bahas ranah politik ijazah jokowi ruu tni dll jujur tau ahli ranah khawatir ajak debat kalah cedera orang ahli bidang tau,0
orang yang paling ga bisa kena debu tapi terpaksa tinggal di kota yang penuh debu dan polusi ,orang ga kena debu paksa tinggal kota penuh debu polusi,0
Sebuah spoiler jika RUU TNI jadi UU beneran,spoiler ruu tni uu beneran,1
gua mah dulu gimik belajar utbk di dufan coy,gua mah gimik ajar utbk dufan coy,0
@kompascom Koplak malah upload kucing LIPUT NOH YG DEMOOO TOLAK RUU TNI. Tolol,koplak upload kucing liput noh yg demooo tolak ruu tni tolol,0
@forizver fuck around and find out ig? dari awal ngapain juga cari keributan,fuck around and find out ig ngapain cari ribut,0
@LexMarteg TOLAK RUU TNI #CabutUUTNI #TolakRUUPolri #SupremasiSipil,tolak ruu tni,0
@shichiyanoyume pagi sarapan siangnya bertani sore pulang perut pun kenyang ayo ramaikan tolak RUU TNI rakyat menang hatipun senang #CabutRUUTNI #TolakRUUTNI #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan #TolakRUUKuhap #PeringatanDarurat #IndonesiaGelap,pagi sarap siang tan sore pulang perut kenyang ayo ramai tolak ruu tni rakyat menang hati senang,1
sumpah tak titeni sopo ae seng silent majority dan gk peduli blas ambek ruu tni polri ai dll stop jdi orang gak kritis,sumpah titeni sopo ae seng silent majority gk peduli blas ambek ruu tni polri ai dll stop jdi orang gak kritis,0
Economi dlm negeri hancur balau Ditambah kebijakannya negara2 luar terhadap negeri ini. Blm lagi kebijakannya yg ga jelas ntah ruu tni dsb. Ya Allah lindungi kami semua rakyat Indonesia.,economi dlm negeri hancur balau tambah bijak negara negeri blm bijak yg ga ntah ruu tni dsb ya allah lindung rakyat indonesia,1
@joonsickle @rafinradf INDONESIA GELAP TOLAK RUU TNI #CabutUUTNI #TolakRUUPolri #SupremasiSipil,indonesia gelap tolak ruu tni,0
@amostnasopa LAWAN!!! TOLAK RUU TNI #CabutUUTNI #TolakRUUPolri #SupremasiSipil,lawan tolak ruu tni,0
@tiata_ @sicupuh @0x0D1201 Tumbang gara2 ngekritik RUU TNI,tumbang gara ngekritik ruu tni,0
@Fahrihamzah Kalo sedang memperbaiki keadaan kenapa yg disebut RUU TNI? serius nanya. Soalnya ngga nyampe di otak aku,kalo baik yg ruu tni serius nanya ngga nyampe otak,0
Gw tdi malem bgt jalan sama temen2 mbakku dan mereka gak ada yg paham soal efeknya ruu tni nanti. Jancok pgn kujelaskan secara detail tp bru kenal juga (menyesal sudah menahan),gw tdi malem bgt jalan temen mbak gak yg paham efek ruu tni jancok pgn jelas detail tp bru kenal sesal tahan,1
@Langit_Kosong_ @neVerAl0nely Oalah pantes ternyata pendukung ruu tni dan ruu polri,oalah pantes dukung ruu tni ruu polri,1
Najwa Shihab jurnalis yang dikenal dengan ketajamannya dalam mengkritisi isu-isu sosial dan politik belakangan ini menjadi sorotan publik. Pertanyaan ke mana Najwa Shihab? ramai diperbincangkan di media sosial terutama ketika isu-isu besar seperti RUU TNI dan kasus https://t.co/ge1zACXJgV,najwa shihab jurnalis kenal tajam kritisi isuisu sosial politik sorot publik najwa shihab ramai bincang media sosial isuisu ruu tni,1
@Velya1999 @nandatonada @jejakxdigital Dih goblok nya jadi..opm udh dri zman sbelum ruu tni ada masih aja u sangkut pautin TOLOL,dih goblok nya jadiopm udh dri zman sbelum ruu tni aja sangkut pautin tolol,0
ORANG GILAAAAA TOLAK RUU TNI #BatalkanRUUTNI #SupremasiSipil,orang gilaaaaa tolak ruu tni,0
@TirtoID Emng brutal mreka Kebiadaban ny lebih parah dri anjing Ruu tni disahkan nmbah brutal mreka mirip orde baru dan orde lama zman soekarno,emng brutal mreka biadab ny parah dri anjing ruu tni sah nmbah brutal mreka orde orde zman soekarno,0
Mudik lebaran kumpul sama sodara2 yg parcok sama parjo seketika awkward gara2 RUU TNI ,mudik lebaran kumpul sodara yg parcok parjo awkward gara ruu tni,0
Sender yg tabah yaa Spertinya ayahmu butuh pengertian lebih banyak lagi Coba beberapa kali bahas ruu tni ini yaa dri sudut pandang sbagai awam dan sbagai kluarga tni Smoga bsa open minded,sender yg tabah yaa spertinya ayah butuh erti coba kali bahas ruu tni yaa dri sudut pandang sbagai awam sbagai kluarga tni smoga bsa open minded,1
@jurnalmalang Tidak perlu berfikir berlebihan toh RUU TNI ini sudah melalui mekanisme pembentukan UU &amp; telah memenuhi asas legalitas. Selain itu di UU TNI juga tetap melarang prajurit TNI berbisnis &amp; berpolitik praktis. Mari kita berfikir yang luas &amp; membaca draf UU TNI yg akan disebarluaskan,berfikir ruu tni mekanisme bentuk uu amp penuh asas legalitas uu tni larang prajurit tni bisnis amp politik praktis mari berfikir luas amp baca draf uu tni yg disebarluaskan,1
@KVin461 negara macam ape sih enih TOLAK RUU TNI!!! #BatalkanRUUTNI #SupremasiSipil,negara ape sih enih tolak ruu tni,0
@stanza7777 @pengikutisme @tanyakanrl Sama-sama ga tau SS nya pun di crop secuil Apakah sendernya masih bahas soal substansi RUU TNI apa karena terlalu panas jadi merembet ke kesatuannya sampai ayahnya ambil keputusan diatas Cuma dari ketikan ayahnya mskipun dibesarkan gaya militer nampaknya soft spoken,samasama ga tau ss nya crop cuil sender bahas substansi ruu tni panas rembet satu ayah ambil putus atas keti ayah mskipun besar gaya militer nampaknya soft spoken,0
Lambat laun masyarakat jg akan merasakan dampaknya kalau ekonomi makin merosot. Meskipun ada dari masyarakat yg Dukung RUU TNI karena dibayar sejumlah uang tetep tidak bisa mengobati masalah utamanya krisis ekonomi. Ibarat bom waktu tinggal tunggu meledaknya aja.,lambat laun masyarakat jg rasa dampak ekonomi merosot masyarakat yg dukung ruu tni bayar uang tetep obat utama krisis ekonomi bom tinggal tunggu ledak aja,0
Ari bapak budek atawa kumaha? Di Bandung demo penolakan RUU TNI pak ieu kalah kerja sama jeung TNI di berbagai sektor. Bapak teh ngadangu kana aspirasi masyarakat teu?,ari budek atawa maha bandung demo tolak ruu tni ieu kalah kerja jeung tni sektor teh ngadangu kana aspirasi masyarakat teu,0
@RifatKean @gadisxantik @m4retha Orang kita gampang dibodohin sih bang. Liat kan demonstran RUU TNI kemarin ada yang pro tapi ketika ditanya alasannya cuman senyam-senyum? Nah... masalahnya itu. Literasi mereka minim. Pendidkan rendah. Ekonomi sulit. Gampang diperdaya. Dan yang begitu itu mayoritas di kita.,orang gampang dibodohin sih bang liat demonstran ruu tni kemarin pro alas cuman senyamsenyum literasi minim pendidkan rendah ekonomi sulit gampang daya mayoritas,0
Aliansi Masyarakat Nusantara Papua Barat Daya Dukung Pengesahan RUU TNI https://t.co/NLY8M6h7jp,aliansi masyarakat nusantara papua barat daya dukung kesah ruu tni,1
@meutiafaradilla @olleandollin Gen Z itu kan nggak baru lahir sekarang... Tweet pertama paling dari anak kuliahan yg kayaknya anti RUU TNI yg melihat brimob di stasiun. Krn kuliahan usianya mungkin antara 17-21 tahun. Belasan tahun dia sdh mudik/ke stasiun saat mudik/lihat berita TV. Pasti sdh tahu lah...,gen nggak lahir tweet anak kuliah yg kayak anti ruu tni yg brimob stasiun krn kuliah usia bas sdh mudikke stasiun mudiklihat berita tv sdh,0
RUU TNI dapat mempertahankan melindungi dan memelihara keutuhan serta kedaulatan negara. https://t.co/3GQxLEHvmp,ruu tni tahan lindung pelihara utuh daulat negara,1
RUU TNI dapat mempertahankan melindungi dan memelihara keutuhan serta kedaulatan negara. https://t.co/838pXTZwqN,ruu tni tahan lindung pelihara utuh daulat negara,1
@akubukanako @areva_ka Awokwokwk Makanya udah paling bener IB HRS yang diem bae soal demo RUU TNI soalnya setan ama setan lagi pada ribut berantem ,awokwokwk udah bener ib hrs diem bae demo ruu tni setan ama setan ribut antem,0
@tanyakanrl Mbak keknya kamu harus jelasin secada runut diskusikan sama ortu kamu kenapa menolak. Biar mereka paham kalau RUU itu justru bahaya untuk TNI itu sendiri. Jadi bukan berarti menolak RUU TNI = membenci TNI. Justru penolakan itu mencegah problem internal TNI juga.,mbak kek jelasin secada runut diskusi ortu tolak biar paham ruu bahaya tni tolak ruu tni benci tni tolak cegah problem internal tni,0
@tanyakanrl padahal ada opsi kasih anak istrinya usaha sampingan agar bisa mulai mandiri toh gaji dari tni bukan berarti haram masih halal itu gajinya. ruu tni nya yang haram.,opsi kasih anak istri usaha samping mandiri gaji tni haram halal gaji ruu tni nya haram,0
@Ary_PrasKe2 @__AnakKolong @alamtegarrrr @ardisatriawan @ArjayaDirja @GM_Warrios @GunRomli @PaltiWest2024 @sami86pilang Imbalan p3ngesahan RUU TNI kah?,imbal pngesahan ruu tni kah,1
@tanyakanrl LAH??? SELAMA INI GAADA RUU TNI EMG KAGA DIKASI GAJI? zolim bgt najis.,gaada ruu tni emg kaga kasi gaji zolim bgt najis,0
@ctrlaltdel_77 @taetatamics @dokterparu Kek nya lu perlu sober dulu sih baru komen. Yang nolak ruu tni itu bukan anak abah penyembah anies. Tapi orang-orang yang paham supermasi sipil. Lu zh kah? Buzzer? Mending balik sma deh biar belajar ppkn sama sejarah lagi,kek nya lu sober sih komen nolak ruu tni anak abah sembah anies orangorang paham supermasi sipil lu zh kah buzzer mending sma deh biar ajar ppkn sejarah,0
Day 7: Dua tiga cabut gigi Gigi bosok kena la dicabut. RUU POLRI dan UU TNI harus dicabut! #CabutUUTNI #TolakRUUPolri https://t.co/QYtzoCOja6,day cabut gigi gigi bosok kena la cabut ruu polri uu tni cabut,0
Wkwkwk gue baru sadar bikin igs ttg parjo pas ruu tni kemaren ternyata gue punya mutual parjo kating gue pas kuliah biarin dahh‍️‍️,wkwkwk gue sadar bikin igs ttg parjo pas ruu tni kemaren gue mutual parjo kating gue pas kuliah biarin dahh,1
@alisyarief Lucunya mahasiswa kemarin demo dgn tegar Indonesia gelap dan ruu TNI...nga ada demo mahasiswa tentang IJAZAH palsu why???,lucu mahasiswa kemarin demo dgn tegar indonesia gelap ruu tninga demo mahasiswa ijazah palsu why,0
@LoloBayu61090 @AburameLeaf @gulacakep @fuckphysic Oh pantesan keperawatan penjilat kacang ijo kang culik pendukung RUU TNI jelas aja sihhh,oh pantesan awat jilat kacang ijo kang culik dukung ruu tni aja sihhh,1
Nah kan anjing. Gampang banget dialihin dan disetir rakyat2 kontol ini. Mending daripada belain kucing naikin lagi dah tu hashtag ruu tni. Buzzer pada seneng liat kelakuan lu para cat lovers kontol,anjing gampang banget dialihin setir rakyat kontol mending bain kucing naikin dah tu hashtag ruu tni buzzer neng liat laku lu cat lovers kontol,0
@ramaArsy1 Sri mul Rapat ruu tni di hotel mewah itu tidak masalah mengingat pentingnya ruu tsb disahkan dan gedung dpr sudah tidak representatif lagi digunakan utk rapat. ,sri mul rapat ruu tni hotel mewah ruu tsb sah gedung dpr representatif utk rapat,1
@Valhallaah Halah otak aja gak dipake waktu ngesahin RUU TNI masa masih mau berharap ke hal sekecil hijab? Gausahlah kasih standar tinggi2.,halah otak aja gak dipake ngesahin ruu tni harap hijab gausahlah kasih standar,0
@mmingkiss sampe lupa wkwk saking sibuknya demo ruu tni sm demo solocon SEA,sampe lupa wkwk saking sibuk demo ruu tni sm demo solocon sea,0
@maneateric @barengwarga Apakah ngga setuju dengan RUU TNI berarti tidak setuju dengan keberadaan TNI di NKRI? Premis itu sih yang harus diulas. Sebelum ada RUU TNI 2025 ini bapaknya tetep bisa nafkahin keluarga kan?,ngga tuju ruu tni tuju ada tni nkri premis sih ulas ruu tni bapak tetep nafkahin keluarga,0
@moviiec @MfrOtku @Ahmadi38233515 @ratiiih_ @tanyakanrl Ya sm aja kritik bapaknya sendiri yg dr TNI sdg RUU TNI tdk merugikan anaknya.,ya sm aja kritik bapak yg dr tni sdg ruu tni tdk rugi anak,0
@DokterTifa @prabowo Danantara udah sering di sebutkan saat kampanye mereka (namanya bukan danantara pas kampanye) RUU TNI udah dibuat sejak jaman presiden sebelumnya lu yang kurang informasi atau lu yang udah ada penyakit hati berkedok kritis?,danantara udah sebut kampanye nama danantara pas kampanye ruu tni udah jaman presiden lu informasi lu udah sakit hati kedok kritis,1
@Hap_Abslt Nambah panjang aja dari sebelumnya yg pendek itu,nambah aja yg pendek,1
@Setowy7 @pstapisau Dude tidak semua tindakan kritik harus dipost ke media sosisal perbincangan lewat mulut ke mulut saya rasa cukup. Toh tidak ada dukungan dari saya kepada tindakan pembuatan ruu TNI saya juga menolak hal itu dengan mengkritik lewat perbincangan saat nongkrong,dude tindak kritik dipost media sosisal bincang mulut mulut dukung tindak buat ruu tni tolak kritik bincang nongkrong,0
@jameshorison22 Kenapa pemerintah ga bisa bikin akat itu aman? Kok sampe bisa dicolong warga? Bikin pengamanan berlapis supaya RUU TNI bisa disahkan kenapa buat ngamanin alat esensial gini ga bisa?,perintah ga bikin akat aman sampe colong warga bikin aman lap ruu tni sah ngamanin alat esensial gin ga,0
Tolak ruu tni #TolakRevisiUUTNI #CabutUUTNI #supremasisipil,tolak ruu tni,0
@AgungLa03498428 @kompascom @tribunnews RUU TNI membawa reformasi positif bagi militer kita.,ruu tni bawa reformasi positif militer,1
@izaaaleluya Pantas tidak bersuara menolak RUU TNI ckckckckck,suara tolak ruu tni ckckckckck,0
@AgungLa03498428 @kompascom RUU TNI adalah langkah strategis untuk memperkuat pertahanan Indonesia!,ruu tni langkah strategis kuat tahan indonesia,1
@barengwarga Min mohon tanggapan Anda tentang adanya tuduhan bhw demo mahasiswa cabut RUU tni merupakan upaya untuk pengalihan isu tuntutan adili jokowi? Sudah lihat twit Said Didu?,min mohon tanggap tuduh bhw demo mahasiswa cabut ruu tni upaya alih isu tuntut adil jokowi lihat twit said didu,0
@ferrdihidayat Omku juga loreng tapi doi untungnya waras. Lebaran selalu ngumpul. Kmrn gada nyenggol soal RUU TNI. Keknya gamau berpendapat banyak jg (krna tau klo bawahan kek dia pling ga dpt manfaatnya). Keknya nyesel jg jd TNI ,om loreng doi untung waras lebaran ngumpul kmrn gada nyenggol ruu tni kek gamau dapat jg krna tau klo bawah kek pling ga dpt manfaat kek nyesel jg jd tni,0
Ga seharusnya ijazah JKW kasus pribadi RK privat life bunda Teddy sampai sejauh ini dibicarakan. Masih banyak yang lebih worth it dikritisi. RUU Polri UU TNI Sistem MBG Kawal Efisiensi Kasus Pertamina Ancaman terhadap Kebebasan Pers Perekomonian Makro &amp; Mikro Danantara.,ga ijazah jkw pribadi rk privat life bunda teddy bicara worth it kritisi ruu polri uu tni sistem mbg kawal efisiensi pertamina ancam bebas pers perekomonian makro amp mikro danantara,0
Berita tidak penting. Tetap kawal batalkan RUU TNI ,berita kawal batal ruu tni,0
@thePRnote @tanyakanrl Disini uang hasil kerja TNI itu bkn substansinya loh.. Yg jadi permasalahan adalah RUU-nya. It's not against TNI but only RUU. Dia bolehlah kerja duitnya dari TNI tp bkn berarti gak bisa mikir tentang inti dari penolakan RUU TNI. Ngerti gak sih?,uang hasil kerja tni bkn substansi loh yg masalah ruunya its not against tni but only ruu kerja duit tni tp bkn gak mikir inti tolak ruu tni ngerti gak sih,1
Ngebayangin petantang petentengnya RT @ferrdihidayat: Loreng ga pernah dateng acara keluarga jarang ketemu cuman ketemu sama ortunya doang. Dateng-dateng bela RUU TNI kocaaag. Kata gw gw tanya draftnya mana ngelak emang BABI. ,ngebayangin tantang petenteng rt loreng ga dateng acara keluarga jarang ketemu cuman ketemu ortunya doang datengdateng bela ruu tni kocaaag gw gw draftnya ngelak emang babi,1
@keepjang31 @sulkycatz Si mbaknya gak hanya menyuarakan ini tau ruu tni ai dll dia suarakan. Gua liat-liat lu dulu ngehina voter 1 dan 3 mulu stop merasa paling suci deh. Pilihanlu tuh bikin macau negara,si mbak gak suara tau ruu tni ai dll suara gua liatliat lu ngehina voter mulu stop suci deh pilihanlu tuh bikin macau negara,0
@BBCIndonesia Ngerti kan kenapa UU TNI dan RUU Polri harus dibatalkan ? Mereka yg salah kita yg harus minta maaf.,ngerti uu tni ruu polri batal yg salah yg maaf,0
@tanyakanrl selama lu masih tinggal bareng ortu + punya ortu tolol stop buat aneh2 dah wkwk apalagi nolak ruu tni yg mana bokap lu tni wkwk tugas sebagai bapak aja gabisa menuhin gimana tugas sipil wkwkwkk,lu tinggal bareng ortu ortu tolol stop aneh dah wkwk nolak ruu tni yg bokap lu tni wkwk tugas aja gabisa menuhin gimana tugas sipil wkwkwkk,0
Abis baca tweet yg lebaran di keluarganya bahas RUU TNI buset dah kata gua mah sumpek bener hidupnya,abis baca tweet yg lebaran keluarga bahas ruu tni buset dah gua mah sumpek bener hidup,0
Ayolah TNI RUU kamu udah sah itu udah bisa masuk ke ranah sipil soal coast guard. turun lah jangan jadi pengecut! batas negara kita lagi di ayam-ayam-in itu woi!! ,ayo tni ruu udah sah udah masuk ranah sipil coast guard turun kecut batas negara ayamayamin woi,0
@kalawasanadeva @PantauPapua oke gua ga setuju sama RUU TNI tapi kocak juga sih statement tarik mundur TNI dari Papua terus suruh pace rimba itu ngasih senjata lu pikir perang semudah itu? trus yang jaga perbatasan siapa? dan Papua kan wilayah Indonesia yang sah aneh bet dah,oke gua ga tuju ruu tni kocak sih statement tarik mundur tni papua suruh pace rimba ngasih senjata lu pikir perang mudah trus jaga batas papua wilayah indonesia sah aneh bet dah,0
@lelembutputih @MfrOtku @Ahmadi38233515 @ratiiih_ @tanyakanrl dia cuma kritik kebijakan RUU TNI bukan TNI nya.,kritik bijak ruu tni tni nya,0
@natacantiik kak kamu percaya ga aku beli jepitan pita yg lucu krna inget tee padahal aku anti bgt sama barang gituan tapi pas liat itu di toko tiba² bgt inget tee terus aku beli️,kak percaya ga beli jepit pita yg lucu krna inget tee anti bgt barang gituan pas liat toko bgt inget tee beli,0
yg leaker mending lu cari ruu tni dah beneran.,yg leaker mending lu cari ruu tni dah beneran,0
@Kizunaixy @UpikLucifer @apasipasi @tanyakanrl Tidak menolak RUU TNI tidak sama dengan menghina TNI. Menentang kebijakan adalah hak berpendapat bukan serangan pribadi pada institusi atau anggotanya. Dalam kasus ini perbedaan pandangan politik tak seharusnya disamakan dengan penghinaan meski konteks keluarga bisa https://t.co/bxUS03DCK9,tolak ruu tni hina tni tentang bijak hak dapat serang pribadi institusi anggota beda pandang politik sama hina konteks keluarga,0
@dujkil @tanyakanrl Sorry to say jg kak. Mereka cmn menjalankan tugas . Nah tugas mrk selama ini apa? Gaji bapaknya kan pasti berasal dr tugas itu RUU TNI ditolak bnyk orang (termasuk sender) krn ngebuat parjo keluar dr tugas biasanya Sender ga nelen ludah krn yg ditolak RUU TNI bkn TNInya,sorry to say jg kak cmn jalan tugas tugas mrk gaji bapak asal dr tugas ruu tni tolak bnyk orang sender krn ngebuat parjo dr tugas sender ga nelen ludah krn yg tolak ruu tni bkn tninya,0
@UpikLucifer @apasipasi @tanyakanrl @grok apakah menolak ruu tni = menghina tni?,tolak ruu tni hina tni,0
terima kasih tuhan krna telah menciptakan buah seenak ini https://t.co/UnLH8D9zZG,terima kasih tuhan krna cipta buah enak,1
bukan fansnya aja kesel apalgi fansnya yg berjuang buat mereka bisa sesukses ini,fansnya aja kesel apalgi fansnya yg juang sukses,1
INI FOTONYA INDAH BANGET SUMPAHH tee cantik banget https://t.co/0WKbhgqOSD,foto indah banget sumpahh tee cantik banget,1
@taetatamics beh langsung klarif. tapi tetep aja sunyi selama RUU TNI.,beh langsung klarif tetep aja sunyi ruu tni,1
@Rahasianyajuga @nayaawh @dz32221 @reiayanyami ga ada salahnya berbeda pendapat ini jga bukan tentang lagi voters 1 2 3 or anak abah tapi org² yang dukung RUU TNI terus aja bawa anak abah-anak Abah giliran di tanya kenapa dukung RUU TNI? beberapa jawabannya percayain aja ke pemerintah pasti tau baiknya gimana https://t.co/kP3DBWJ4AY,ga salah beda dapat jga voters or anak abah org dukung ruu tni aja bawa anak abahanak abah gilir dukung ruu tni jawab percayain aja perintah tau baik gimana,1
@Rahasianyajuga @nayaawh @dz32221 @reiayanyami gw jga udh bahas wajar aja pada marah kalo pemerintah nya di edit kayak gitu. tapi yg bikin kesel sampe gondokan pada ngelak negative impact ruu tni dan bahas soal ini terus menerus karena ga ada topik buat defense diri dari org org yg memaparkan pendapat yang begitu logis.,gw jga udh bahas wajar aja marah kalo perintah nya edit kayak gitu yg bikin kesel sampe gondok ngelak negative impact ruu tni bahas terus ga topik defense org org yg papar dapat logis,0
@ptnolpersen @TripIrvan27403 @DianSandiU @jokowi Sekelas pemerintahan hrs nunjukin yg asli. Tp valid kok org bs disogok. Tp balik ke pertanyaan awal gw klo skrg pun terbukti palsu lantas apa? Hny validasi klo se-indo ini ketipu n itu BISA dilakukan. Purpose n actionny ga jelas. Gw ngerasa ini di-up cm pengalihan isu RUU TNI,kelas perintah hrs nunjukin yg asli tp valid org bs sogok tp gw klo skrg bukti palsu lantas hny validasi klo seindo tipu purpose actionny ga gw ngerasa diup cm alih isu ruu tni,0
@ramaArsy1 JANGAN BAYAR PAJAK !!! BIAR PEMERINTAH MANDIRI. Selama RUU TNI Tidak di Cabut tidak bakal aku mau Bayar Pajak.,bayar pajak biar perintah mandiri ruu tni cabut bayar pajak,0
Gelo baru RUU TNI ini belum RUU bangsat yang lain. #BatalkanRUUTNI #SupremasiSipil,gelo ruu tni ruu bangsat,0
bukan fansnya tapi ikutan sakit hati,fansnya ikut sakit hati,0
@tanyakanrl Bisa di liat dr sikap ayah kamu nder... Kenapa harus nolak ruu TNI.. mereka kaya gt semua pola pikirnya harus IYA harus PATUH... Tipe penindas ... Kebayang ga?,liat dr sikap ayah nder nolak ruu tni kaya gt pola pikir iya patuh tipe tindas bayang ga,1
@amphroditee @tanyakanrl Hehehe. Udah tau hirarki di TNI belum? Jangankan ke atasan ke senior 1 leting di atas aja mereka taat apalagi ke atasan. Kalo atasan nya tau anaknya yg termasuk keras menolak RUU TNI ya karir bapaknya yg jadi terancam.,hehehe udah tau hirarki tni atas senior leting aja taat atas kalo atas nya tau anak yg keras tolak ruu tni ya karir bapak yg ancam,0
@kissbillkin @moviemnfs nginep depan bioskop juga oke deh ka,nginep bioskop oke deh ka,1
@moviemnfs bukan nunggu lagi inimah NUNGGU BANGETTTTT,nunggu inimah nunggu bangettttt,1
Saatnya bersuara ! Saya dari daerah kulon progo yg adem ayem melihat situasi nasional ini harus segera membuka mata bahwa kita harus melakukan gerakan nyata untuk Batalkan RUU TNI ! #BatalkanRUUTNI #SupremasiSipil,suara daerah kulon progo yg adem ayem situasi nasional buka mata gera nyata batal ruu tni,0
@Dragladiator @ikanatassa Saran gw gausah terlalu hate ke feminis apalagi govt lagi gencar2nya deploy buzzer buat RUU TNI/Polri jangan malah gebuk horizontal Toh mbak Ika ini gk ada track recordnya sbg feminazi/islamphobic. Jd gk perlu digebuk segitunya kalo yg gw tangkep doi lebih ke nyindir govt,saran gw gausah hate finis govt gencar deploy buzzer ruu tnipolri gebuk horizontal mbak ika gk track recordnya sbg feminaziislamphobic jd gk gebuk segitunya kalo yg gw tangkep doi nyindir govt,0
@arddhe Se-gak sukanya sama pemerintahan skrg ya ngga sampe ngehina kucing juga sih. Sakit jiwa lu dia ga salah apa2 dihina sebegitunya. Hati-hati kak even lu pake fake akun pun kalo mau lamar kerja hrd liat rekam jejak lu. Mending fokus twit hapus ruu tni aja daripada harus kek gini.,segak suka perintah skrg ya ngga sampe ngehina kucing sih sakit jiwa lu ga salah hina begitu hatihati kak even lu pake fake akun kalo lamar kerja hrd liat rekam jejak lu mending fokus twit hapus ruu tni aja kek gin,0
@thePRnote @tanyakanrl Setujuuu karenaa ya ruu tni cuman nguntungin yg punya jabatan tinggi doang prajurit biasa cuman dapet ampasnya ajaa. Dan gaada yg salah jdi TNI negara juga butuh perannya. Ya yg salah pemerintah bisa2nya menyelewengkan tugas militer,setujuuu karenaa ya ruu tni cuman nguntungin yg jabat doang prajurit cuman dapet ampas ajaa gaada yg salah jdi tni negara butuh peran ya yg salah perintah bisa seleweng tugas militer,0
[UPDATE] Tambahan folder [RUU Prolegnas] Fakta yang didapat: 1. RUU Penyiaran dan RUU KUHAP masuk daftar prolegnas perlu dikawal. 2. RUU TNI bukan prioritas 2025 tapi dikebut. 3. RUU Polri belum ada. 4. Th. 2024 RUU kumulatif dikebut khawatir RUU Polri nasibnya sama. https://t.co/mhbPwPbIbH,update tambah folder ruu prolegnas fakta ruu siar ruu hap masuk daftar prolegnas kawal ruu tni prioritas kebut ruu polri th ruu kumulatif kebut khawatir ruu polri nasib,0
RUU TNI meningkatkan profesionalisme prajurit dengan regulasi yang lebih jelas dan adaptif. #UUTNI #TNIPerkuatPertahanan #TNIProfesional https://t.co/GL9rKC2dsU,ruu tni tingkat profesionalisme prajurit regulasi adaptif,1
Wah udah kaya zaman siti nurbaya aja pak yang mana kalau menolak perjodohan diputus dari hubungan keluarga Kalau ini... Menolak RUU TNI diputus hubungan ayah dan anaknya melalui pemberian nafkah Hadeuh down grade kali negeriku,udah kaya zaman siti nurbaya aja tolak jodoh putus hubung keluarga tolak ruu tni putus hubung ayah anak beri nafkah hadeuh down grade kali negeri,0
@Nora03261983 @reiayanyami Kok dia yang mulai? Kalo kebijakan pemerintah waras juga gak bakalan ada hal kayak gini kedua jika dari semua kekhawatiran rakyat di dengarkan tentang RUU TNI ini juga gak bakalan ada yang kritik lewat batas. Emang dasarnya lu rezim tolol aja gak bisa ngasih argumen makanya --,kalo bijak perintah waras gak kayak gin khawatir rakyat dengar ruu tni gak kritik batas emang dasar lu rezim tolol aja gak ngasih argumen,0
@starfess URUSAN FANDOM INTERNAL NGAPAIN LU BAWA KE BASE KOCAK??? GA USAH CAPER ANJR,urus fandom internal ngapain lu bawa base kocak ga caper anjr,0
@Fahrihamzah RUU TNI UU perampasan aset Korupsi gak karuan Hukum mati para koruptor Rakyat di cekik pajak pejabatnya rangkap JABATAN apa pemerintah masih sehat bg?,ruu tni uu ampas aset korupsi gak karuan hukum mati koruptor rakyat cekik pajak jabat rangkap jabat perintah sehat bg,0
